external_id;canonical_name;label_en;label_ru;platforms;aliases;external_url
Q106235078;The Quintessential Quintuplets ∬: Summer Memories Also Come in Five;The Quintessential Quintuplets ∬: Summer Memories Also Come in Five;;PlayStation 4;The Quintessential Quintuplets ∬: Summer Memories Also Come in Five | Gotoubun no Hanayome ∬: Natsu no Omoide mo Gotoubun | The Quintessential Quintuplets ∬;https://www.wikidata.org/wiki/Q106235078
Q124608830;The Quintessential Quintuplets: Five Promises Made with Her;The Quintessential Quintuplets: Five Promises Made with Her;The Quintessential Quintuplets: Five Promises Made with Her;PlayStation 4;The Quintessential Quintuplets: Five Promises Made with Her | Go-Tōbun no Hanayome: Kanojo to Kawasu Itsutsu no Yakusoku | Go-Toubun no Hanayome: Kanojo to Kawasu Itsutsu no Yakusoku | The Quintessential Quintuplets;https://www.wikidata.org/wiki/Q124608830
Q125693302;The Quintessential Quintuplets: Gotopazu Story;The Quintessential Quintuplets: Gotopazu Story;The Quintessential Quintuplets: Gotopazu Story;PlayStation 4;The Quintessential Quintuplets: Gotopazu Story | Go-Tōbun no Hanayome: Gotopazu Story | The Quintessential Quintuplets;https://www.wikidata.org/wiki/Q125693302
Q125693303;The Quintessential Quintuplets: Gotopazu Story 2nd;The Quintessential Quintuplets: Gotopazu Story 2nd;The Quintessential Quintuplets: Gotopazu Story 2nd;PlayStation 4;The Quintessential Quintuplets: Gotopazu Story 2nd | Go-Tōbun no Hanayome: Gotopazu Story 2nd | Go-Toubun no Hanayome: Gotopazu Story 2nd | The Quintessential Quintuplets;https://www.wikidata.org/wiki/Q125693303
Q122386487;The Ramen Sensei;The Ramen Sensei;The Ramen Sensei;PlayStation 4;The Ramen Sensei;https://www.wikidata.org/wiki/Q122386487
Q98541054;The Raven Remastered;The Raven Remastered;;PlayStation 4;The Raven Remastered;https://www.wikidata.org/wiki/Q98541054
Q123937788;The Relic: First Guardian;The Relic: First Guardian;;PlayStation 5;The Relic: First Guardian | The Relic: The First Guardian | Project Relic | The Relic;https://www.wikidata.org/wiki/Q123937788
Q123698810;The Rise of the Golden Idol;The Rise of the Golden Idol;;PlayStation 5 | PlayStation 4;The Rise of the Golden Idol;https://www.wikidata.org/wiki/Q123698810
Q125419952;The Rogue Prince of Persia;The Rogue Prince of Persia;;PlayStation 5;The Rogue Prince of Persia | R:PoP | Rogue Prince of Persia | RPoP | TR:PoP | TRPoP;https://www.wikidata.org/wiki/Q125419952
Q100319330;The Room VR: A Dark Matter;The Room VR: A Dark Matter;The Room VR: A Dark Matter;PlayStation 4;The Room VR: A Dark Matter | The Room VR;https://www.wikidata.org/wiki/Q100319330
Q16955590;The Rumble Fish 2;The Rumble Fish 2;The Rumble Fish 2;PlayStation 5 | PlayStation 4;The Rumble Fish 2;https://www.wikidata.org/wiki/Q16955590
Q122308379;The Savior's Gang;The Savior's Gang;;PlayStation 4;The Savior's Gang;https://www.wikidata.org/wiki/Q122308379
Q110801759;The Sealed Ampoule;The Sealed Ampoule;;PlayStation 4;The Sealed Ampoule;https://www.wikidata.org/wiki/Q110801759
Q106705741;The Sekimeiya: Spun Glass;The Sekimeiya: Spun Glass;;PlayStation 4;The Sekimeiya: Spun Glass | The Sekimeiya;https://www.wikidata.org/wiki/Q106705741
Q61455660;The Settlers: New Allies;The Settlers: New Allies;The Settlers;PlayStation 5 | PlayStation 4;The Settlers: New Allies | The Settlers;https://www.wikidata.org/wiki/Q61455660
Q63226018;The Seven Deadly Sins: Knights of Britannia;The Seven Deadly Sins: Knights of Britannia;The Seven Deadly Sins: Knights of Britannia;PlayStation 4;The Seven Deadly Sins: Knights of Britannia | The Seven Deadly Sins;https://www.wikidata.org/wiki/Q63226018
Q134613904;The Seven Deadly Sins: Origin;The Seven Deadly Sins: Origin;;PlayStation 5;The Seven Deadly Sins: Origin | Nanatsu no Taizai: Origin | Seven Deadly Sins: Origin | The Seven Deadly Sins;https://www.wikidata.org/wiki/Q134613904
Q29467882;The Sexy Brutale;The Sexy Brutale;The Sexy Brutale;PlayStation 4;The Sexy Brutale;https://www.wikidata.org/wiki/Q29467882
Q134347039;The Shadow Syndicate;The Shadow Syndicate;;PlayStation 5;The Shadow Syndicate;https://www.wikidata.org/wiki/Q134347039
Q70976725;The Shapeshifting Detective;The Shapeshifting Detective;The Shapeshifting Detective;PlayStation 4;The Shapeshifting Detective | Детектив-оборотень;https://www.wikidata.org/wiki/Q70976725
Q3989298;The Silver Case;The Silver Case;The Silver Case;PlayStation 4;The Silver Case;https://www.wikidata.org/wiki/Q3989298
Q111084181;The Silver Case 2425;The Silver Case 2425;;PlayStation 4;The Silver Case 2425;https://www.wikidata.org/wiki/Q111084181
Q4897444;The Sims;The Sims;The Sims;PlayStation 4;The Sims;https://www.wikidata.org/wiki/Q4897444
Q12579896;The Sims 4;The Sims 4;;PlayStation 4;The Sims 4 | Sims 4 | TS4;https://www.wikidata.org/wiki/Q12579896
Q98937581;The Sims 4 Star Wars: Journey to Batuu;The Sims 4 Star Wars: Journey to Batuu;The Sims 4 Star Wars: Путешествие на Батуу;PlayStation 4;The Sims 4 Star Wars: Journey to Batuu | The Sims 4 Star Wars: Путешествие на Батуу | The Sims 4 Star Wars;https://www.wikidata.org/wiki/Q98937581
Q136484302;The Sims 4: Adventure Awaits;The Sims 4: Adventure Awaits;The Sims 4: Навстречу приключениям;PlayStation 5 | PlayStation 4;The Sims 4: Adventure Awaits | The Sims 4: Навстречу приключениям | The Sims 4;https://www.wikidata.org/wiki/Q136484302
Q132183132;The Sims 4: Businesses & Hobbies;The Sims 4: Businesses & Hobbies;The Sims 4: Любимое дело;PlayStation 4;The Sims 4: Businesses & Hobbies | The Sims 4: Любимое дело | The Sims 4;https://www.wikidata.org/wiki/Q132183132
Q113773801;The Sims 4: Bust the Dust Kit;The Sims 4: Bust the Dust Kit;;PlayStation 5 | PlayStation 4;The Sims 4: Bust the Dust Kit | The Sims 4;https://www.wikidata.org/wiki/Q113773801
Q42317354;The Sims 4: Cats & Dogs;The Sims 4: Cats & Dogs;The Sims 4: Кошки и собаки;PlayStation 4;The Sims 4: Cats & Dogs | The Sims 4: Кошки и собаки | Cats & Dogs | The Sims 4;https://www.wikidata.org/wiki/Q42317354
Q28859228;The Sims 4: City Living;The Sims 4: City Living;The Sims 4: Жизнь в городе;PlayStation 4;The Sims 4: City Living | The Sims 4: Жизнь в городе | The Sims 4;https://www.wikidata.org/wiki/Q28859228
Q107192361;The Sims 4: Cottage Living;The Sims 4: Cottage Living;The Sims 4: Загородная жизнь;PlayStation 4;The Sims 4: Cottage Living | The Sims 4: Загородная жизнь | The Sims 4;https://www.wikidata.org/wiki/Q107192361
Q113784823;The Sims 4: Country Kitchen Kit;The Sims 4: Country Kitchen Kit;;PlayStation 5 | PlayStation 4;The Sims 4: Country Kitchen Kit | The Sims 4;https://www.wikidata.org/wiki/Q113784823
Q24514702;The Sims 4: Dine Out;The Sims 4: Dine Out;The Sims 4: В ресторане;PlayStation 4;The Sims 4: Dine Out | The Sims 4: В ресторане | The Sims 4;https://www.wikidata.org/wiki/Q24514702
Q81611409;The Sims 4: Discover University;The Sims 4: Discover University;The Sims 4: В университете;PlayStation 4;The Sims 4: Discover University | The Sims 4: В университете | The Sims 4;https://www.wikidata.org/wiki/Q81611409
Q106977777;The Sims 4: Dream Home Decorator;The Sims 4: Dream Home Decorator;The Sims 4: Интерьер Мечты;PlayStation 4;The Sims 4: Dream Home Decorator | The Sims 4: Интерьер Мечты | The Sims 4;https://www.wikidata.org/wiki/Q106977777
Q96310157;The Sims 4: Eco Lifestyle;The Sims 4: Eco Lifestyle;The Sims 4: Экологичная жизнь;PlayStation 4;The Sims 4: Eco Lifestyle | The Sims 4: Экологичная жизнь | The Sims 4;https://www.wikidata.org/wiki/Q96310157
Q134932792;The Sims 4: Enchanted by Nature;The Sims 4: Enchanted by Nature;The Sims 4: Волшебство природы;PlayStation 5 | PlayStation 4;The Sims 4: Enchanted by Nature | The Sims 4: Волшебство природы | The Sims 4;https://www.wikidata.org/wiki/Q134932792
Q123308963;The Sims 4: For Rent;The Sims 4: For Rent;The Sims 4: Сдаётся;PlayStation 4;The Sims 4: For Rent | The Sims 4: Сдаётся | S4: FR | S4FR | Sims 4 For Rent | TS4: FR | TS4FR | Sims 4 Сдаётся | The Sims 4;https://www.wikidata.org/wiki/Q123308963
Q57195853;The Sims 4: Get Famous;The Sims 4: Get Famous;The Sims 4: Путь к славе;PlayStation 4;The Sims 4: Get Famous | The Sims 4: Путь к славе | The Sims 4;https://www.wikidata.org/wiki/Q57195853
Q116672191;The Sims 4: Growing Together;The Sims 4: Growing Together;The Sims 4: Жизненный путь;PlayStation 4;The Sims 4: Growing Together | The Sims 4: Жизненный путь | Growing Together | Жизненный путь | The Sims 4;https://www.wikidata.org/wiki/Q116672191
Q119865172;The Sims 4: Horse Ranch;The Sims 4: Horse Ranch;The Sims 4: Конное ранчо;PlayStation 4;The Sims 4: Horse Ranch | The Sims 4: Конное ранчо | TS4HR | S4HR | Sims 4 Horse Ranch | The Sims 4;https://www.wikidata.org/wiki/Q119865172
Q65163548;The Sims 4: Island Living;The Sims 4: Island Living;The Sims 4: Жизнь на острове;PlayStation 4;The Sims 4: Island Living | The Sims 4: Жизнь на острове | The Sims 4;https://www.wikidata.org/wiki/Q65163548
Q50295643;The Sims 4: Jungle Adventure;The Sims 4: Jungle Adventure;The Sims 4: Приключение в джунглях;PlayStation 4;The Sims 4: Jungle Adventure | The Sims 4: Приключение в джунглях | The Sims 4;https://www.wikidata.org/wiki/Q50295643
Q130438178;The Sims 4: Life & Death;The Sims 4: Life & Death;The Sims 4: Жизнь и смерть;PlayStation 5 | PlayStation 4;The Sims 4: Life & Death | The Sims 4: Жизнь и смерть | The Sims 4;https://www.wikidata.org/wiki/Q130438178
Q128210432;The Sims 4: Lovestruck;The Sims 4: Lovestruck;The Sims 4: Стрелы купидона;PlayStation 5 | PlayStation 4;The Sims 4: Lovestruck | The Sims 4: Стрелы купидона | The Sims 4;https://www.wikidata.org/wiki/Q128210432
Q110866914;The Sims 4: My Wedding Stories;The Sims 4: My Wedding Stories;The Sims 4: Свадебные истории;PlayStation 4;The Sims 4: My Wedding Stories | The Sims 4: Свадебные истории | My Wedding Stories | Sims 4 My Wedding Stories | Свадебные истории | The Sims 4;https://www.wikidata.org/wiki/Q110866914
Q30641763;The Sims 4: Parenthood;The Sims 4: Parenthood;The Sims 4: Родители;PlayStation 4;The Sims 4: Parenthood | The Sims 4: Родители | The Sims Parenthood | The Sims 4;https://www.wikidata.org/wiki/Q30641763
Q56332573;The Sims 4: Perfect Patio Stuff;The Sims 4: Perfect Patio Stuff;;PlayStation 4;The Sims 4: Perfect Patio Stuff | TS4: PPS | The Sims 4;https://www.wikidata.org/wiki/Q56332573
Q81604750;The Sims 4: Realm of Magic;The Sims 4: Realm of Magic;The Sims 4: Мир магии;PlayStation 4;The Sims 4: Realm of Magic | The Sims 4: Мир магии | The Sims 4;https://www.wikidata.org/wiki/Q81604750
Q137824017;The Sims 4: Royalty and Legacy;The Sims 4: Royalty and Legacy;The Sims 4: Сквозь века;PlayStation 5 | PlayStation 4;The Sims 4: Royalty and Legacy | The Sims 4: Сквозь века | The Sims 4;https://www.wikidata.org/wiki/Q137824017
Q54935284;The Sims 4: Seasons;The Sims 4: Seasons;The Sims 4: Времена года;PlayStation 4;The Sims 4: Seasons | The Sims 4: Времена года | The Sims 4;https://www.wikidata.org/wiki/Q54935284
Q100708490;The Sims 4: Snowy Escape;The Sims 4: Snowy Escape;The Sims 4: Снежные просторы;PlayStation 4;The Sims 4: Snowy Escape | The Sims 4: Снежные просторы | Sims 4 Snowy Escape | Snowy Escape | The Sims 4;https://www.wikidata.org/wiki/Q100708490
Q61811865;The Sims 4: StrangerVille;The Sims 4: StrangerVille;The Sims 4: Стрейнджервиль;PlayStation 4;The Sims 4: StrangerVille | The Sims 4: Стрейнджервиль | The Sims 4;https://www.wikidata.org/wiki/Q61811865
Q113785383;The Sims 4: Throwback Fit Kit;The Sims 4: Throwback Fit Kit;;PlayStation 5 | PlayStation 4;The Sims 4: Throwback Fit Kit | The Sims 4;https://www.wikidata.org/wiki/Q113785383
Q28532739;The Sims 4: Vampires;The Sims 4: Vampires;The Sims 4: Вампиры;PlayStation 4;The Sims 4: Vampires | The Sims 4: Вампиры | Sims 4: Vampires | The Sims Vampires | The Sims 4;https://www.wikidata.org/wiki/Q28532739
Q113403454;The Sims 4: Werewolves;The Sims 4: Werewolves;The Sims 4: Оборотни;PlayStation 4;The Sims 4: Werewolves | The Sims 4: Оборотни | The Sims 4 Werewolves Game Pack | The Sims 4;https://www.wikidata.org/wiki/Q113403454
Q136511463;The Sims 4: Werewolves;The Sims 4: Werewolves;;PlayStation 5 | PlayStation 4;The Sims 4: Werewolves | The Sims 4;https://www.wikidata.org/wiki/Q136511463
Q122342655;The Sisters - Party of the Year;The Sisters - Party of the Year;;PlayStation 4;The Sisters - Party of the Year;https://www.wikidata.org/wiki/Q122342655
Q123403688;The Sisters 2 - Road to Fame;The Sisters 2 - Road to Fame;;PlayStation 4;The Sisters 2 - Road to Fame;https://www.wikidata.org/wiki/Q123403688
Q122374308;The Skylia Prophecy;The Skylia Prophecy;;PlayStation 4;The Skylia Prophecy;https://www.wikidata.org/wiki/Q122374308
Q122366655;The Smile Alchemist;The Smile Alchemist;The Smile Alchemist;PlayStation 5 | PlayStation 4;The Smile Alchemist;https://www.wikidata.org/wiki/Q122366655
Q120001826;The Smurfs 2: The Prisoner of the Green Stone;The Smurfs 2: The Prisoner of the Green Stone;The Smurfs 2: The Prisoner of the Green Stone;PlayStation 5 | PlayStation 4;The Smurfs 2: The Prisoner of the Green Stone | TS2: TPotGS | TS2TPotGS | The Smurfs 2;https://www.wikidata.org/wiki/Q120001826
Q125693269;The Smurfs: Dreams;The Smurfs: Dreams;The Smurfs: Dreams;PlayStation 5 | PlayStation 4;The Smurfs: Dreams | The Smurfs;https://www.wikidata.org/wiki/Q125693269
Q108327597;The Smurfs: Mission Vileaf;The Smurfs: Mission Vileaf;The Smurfs: Mission Vileaf;PlayStation 5 | PlayStation 4;The Smurfs: Mission Vileaf | The Smurfs;https://www.wikidata.org/wiki/Q108327597
Q124880793;The Smurfs: Village Party;The Smurfs: Village Party;The Smurfs: Village Party;PlayStation 5 | PlayStation 4;The Smurfs: Village Party | The Smurfs;https://www.wikidata.org/wiki/Q124880793
Q120971199;The Snow Fable: Mystery of the Flame;The Snow Fable: Mystery of the Flame;;PlayStation 4;The Snow Fable: Mystery of the Flame | The Snow Fable;https://www.wikidata.org/wiki/Q120971199
Q64590212;The Sojourn;The Sojourn;;PlayStation 4;The Sojourn;https://www.wikidata.org/wiki/Q64590212
Q109588127;The Solitaire Conspiracy;The Solitaire Conspiracy;;PlayStation 5;The Solitaire Conspiracy;https://www.wikidata.org/wiki/Q109588127
Q20538692;The Solus Project;The Solus Project;;PlayStation 4;The Solus Project;https://www.wikidata.org/wiki/Q20538692
Q110812288;The Song Out of Space;The Song Out of Space;;PlayStation 5 | PlayStation 4;The Song Out of Space;https://www.wikidata.org/wiki/Q110812288
Q111896551;The Sorrowvirus: A Faceless Short Story;The Sorrowvirus: A Faceless Short Story;The Sorrowvirus: A Faceless Short Story;PlayStation 4;The Sorrowvirus: A Faceless Short Story | The Sorrowvirus;https://www.wikidata.org/wiki/Q111896551
Q55635553;The Spectrum Retreat;The Spectrum Retreat;;PlayStation 4;The Spectrum Retreat;https://www.wikidata.org/wiki/Q55635553
Q131143072;The Spell Brigade;The Spell Brigade;;PlayStation 5;The Spell Brigade;https://www.wikidata.org/wiki/Q131143072
Q129547847;The Spirit of the Samurai;The Spirit of the Samurai;;PlayStation 5;The Spirit of the Samurai;https://www.wikidata.org/wiki/Q129547847
Q135454220;The spy who shot me™;The spy who shot me™;;PlayStation 4;The spy who shot me™;https://www.wikidata.org/wiki/Q135454220
Q111513644;The Stanley Parable: Ultra Deluxe;The Stanley Parable: Ultra Deluxe;The Stanley Parable: Ultra Deluxe;PlayStation 4;The Stanley Parable: Ultra Deluxe | TSP:UD | The Stanley Parable;https://www.wikidata.org/wiki/Q111513644
Q126095656;The Star Named EOS;The Star Named EOS;The Star Named EOS;PlayStation 5;The Star Named EOS;https://www.wikidata.org/wiki/Q126095656
Q129548521;The Stone of Madness;The Stone of Madness;The Stone of Madness;PlayStation 5;The Stone of Madness;https://www.wikidata.org/wiki/Q129548521
Q97372853;The Suicide of Rachel Foster;The Suicide of Rachel Foster;;PlayStation 4;The Suicide of Rachel Foster;https://www.wikidata.org/wiki/Q97372853
Q29257518;The Surge;The Surge;The Surge;PlayStation 4;The Surge | The Surge (video game);https://www.wikidata.org/wiki/Q29257518
Q64494811;The Surge 2;The Surge 2;The Surge 2;PlayStation 4;The Surge 2;https://www.wikidata.org/wiki/Q64494811
Q99992123;The Survivalists;The Survivalists;The Survivalists;PlayStation 4;The Survivalists;https://www.wikidata.org/wiki/Q99992123
Q122266877;The Sushi Spinnery;The Sushi Spinnery;The Sushi Spinnery;PlayStation 4;The Sushi Spinnery;https://www.wikidata.org/wiki/Q122266877
Q13427428;The Swapper;The Swapper;The Swapper;PlayStation 4;The Swapper;https://www.wikidata.org/wiki/Q13427428
Q28451665;The Swindle;The Swindle;The Swindle;PlayStation 4;The Swindle;https://www.wikidata.org/wiki/Q28451665
Q55264028;The Swords of Ditto;The Swords of Ditto;;PlayStation 4;The Swords of Ditto | The Swords of Ditto: Mormo's Curse;https://www.wikidata.org/wiki/Q55264028
Q113098713;The Tale of Bistun;The Tale of Bistun;;PlayStation 5 | PlayStation 4;The Tale of Bistun;https://www.wikidata.org/wiki/Q113098713
Q117724041;The Tale of Clouds and Wind (QUByte Classics);The Tale of Clouds and Wind (QUByte Classics);;PlayStation 4;The Tale of Clouds and Wind (QUByte Classics) | The Tale of Clouds and Wind | Water Margin: A Tale of Clouds and Wind;https://www.wikidata.org/wiki/Q117724041
Q122383197;The Tale of Onogoro;The Tale of Onogoro;;PlayStation 4;The Tale of Onogoro;https://www.wikidata.org/wiki/Q122383197
Q18620506;The Talos Principle;The Talos Principle;The Talos Principle;PlayStation 4;The Talos Principle | Talos | Принцип Талоса;https://www.wikidata.org/wiki/Q18620506
Q118645498;The Talos Principle 2;The Talos Principle 2;The Talos Principle 2;PlayStation 5;The Talos Principle 2 | Talos Principle 2 | Talos Principle II | The Talos Principle II | Принцип Талоса 2 | Принцип Талоса II;https://www.wikidata.org/wiki/Q118645498
Q131415840;The Talos Principle: Reawakened;The Talos Principle: Reawakened;;PlayStation 5;The Talos Principle: Reawakened | The Talos Principle;https://www.wikidata.org/wiki/Q131415840
Q119033036;The Tartarus Key;The Tartarus Key;The Tartarus Key;PlayStation 5 | PlayStation 4;The Tartarus Key | TTK | Tartarus Key;https://www.wikidata.org/wiki/Q119033036
Q21027964;The Technomancer;The Technomancer;The Technomancer;PlayStation 4;The Technomancer;https://www.wikidata.org/wiki/Q21027964
Q106548072;The Telltale Batman: Shadows Edition;The Telltale Batman: Shadows Edition;;PlayStation 4;The Telltale Batman: Shadows Edition | The Telltale Batman;https://www.wikidata.org/wiki/Q106548072
Q92204099;The Telltale Games Collection;The Telltale Games Collection;;PlayStation 4;The Telltale Games Collection;https://www.wikidata.org/wiki/Q92204099
Q90573549;The Tenth Line;The Tenth Line;;PlayStation 4;The Tenth Line;https://www.wikidata.org/wiki/Q90573549
Q110027796;The Texas Chain Saw Massacre;The Texas Chain Saw Massacre;The Texas Chain Saw Massacre;PlayStation 5 | PlayStation 4;The Texas Chain Saw Massacre | The Texas Chainsaw Massacre | TCSW | Texas Chain Saw Massacre | TTCSW;https://www.wikidata.org/wiki/Q110027796
Q124726748;The Thaumaturge;The Thaumaturge;The Thaumaturge;PlayStation 5;The Thaumaturge | TT | PV | Project Vitriol | Thaumaturge;https://www.wikidata.org/wiki/Q124726748
Q131858958;The Thing: Remastered;The Thing: Remastered;;PlayStation 5 | PlayStation 4;The Thing: Remastered | The Thing;https://www.wikidata.org/wiki/Q131858958
Q18393860;The Tomorrow Children;The Tomorrow Children;The Tomorrow Children;PlayStation 4;The Tomorrow Children;https://www.wikidata.org/wiki/Q18393860
Q74115125;The Touryst;The Touryst;The Touryst;PlayStation 5 | PlayStation 4;The Touryst;https://www.wikidata.org/wiki/Q74115125
Q122386522;The Tower of Beatrice;The Tower of Beatrice;;PlayStation 4;The Tower of Beatrice;https://www.wikidata.org/wiki/Q122386522
Q23253763;The Town of Light;The Town of Light;The Town of Light;PlayStation 4;The Town of Light;https://www.wikidata.org/wiki/Q23253763
Q124305310;The Transylvania Adventure of Simon Quest;The Transylvania Adventure of Simon Quest;;PlayStation 5 | PlayStation 4;The Transylvania Adventure of Simon Quest;https://www.wikidata.org/wiki/Q124305310
Q26973017;The Turing Test;The Turing Test;The Turing Test;PlayStation 4;The Turing Test;https://www.wikidata.org/wiki/Q26973017
Q3989784;The Unfinished Swan;The Unfinished Swan;The Unfinished Swan;PlayStation 4;The Unfinished Swan;https://www.wikidata.org/wiki/Q3989784
Q108169836;The Vale: Shadow of the Crown;The Vale: Shadow of the Crown;The Vale: Shadow of the Crown;PlayStation 4;The Vale: Shadow of the Crown | The Vale;https://www.wikidata.org/wiki/Q108169836
Q16743220;The Vanishing of Ethan Carter;The Vanishing of Ethan Carter;The Vanishing of Ethan Carter;PlayStation 4;The Vanishing of Ethan Carter;https://www.wikidata.org/wiki/Q16743220
Q124074810;THE VIDEOKID;THE VIDEOKID;;PlayStation 4;THE VIDEOKID;https://www.wikidata.org/wiki/Q124074810
Q27965050;The Walking Dead: A New Frontier;The Walking Dead: A New Frontier;The Walking Dead: A New Frontier;PlayStation 4;The Walking Dead: A New Frontier | The Walking Dead: Season Three | Walking Dead: Season Three | The Walking Dead;https://www.wikidata.org/wiki/Q27965050
Q123135686;The Walking Dead: Destinies;The Walking Dead: Destinies;The Walking Dead: Destinies;PlayStation 5 | PlayStation 4;The Walking Dead: Destinies | TWDD | Walking Dead Destinies | WDD | The Walking Dead;https://www.wikidata.org/wiki/Q123135686
Q22690912;The Walking Dead: Michonne;The Walking Dead: Michonne;The Walking Dead: Michonne;PlayStation 4;The Walking Dead: Michonne | The Walking Dead;https://www.wikidata.org/wiki/Q22690912
Q122386356;The Walking Dead: Onslaught;The Walking Dead: Onslaught;The Walking Dead Onslaught;PlayStation 5 | PlayStation 4;The Walking Dead: Onslaught | The Walking Dead;https://www.wikidata.org/wiki/Q122386356
Q85808813;The Walking Dead: Saints & Sinners;The Walking Dead: Saints & Sinners;The Walking Dead: Saints & Sinners;PlayStation 4;The Walking Dead: Saints & Sinners | The Walking Dead;https://www.wikidata.org/wiki/Q85808813
Q939588;The Walking Dead: Season One;The Walking Dead: Season One;The Walking Dead: The Game;PlayStation 4;The Walking Dead: Season One | The Walking Dead: The Game | The Walking Dead | The Walking Dead: A Telltale Game Series - Season 1 | The Walking Dead: A Telltale Games Series: Season 1 | The Walking Dead: Season 1 | The Walking Dead: The Game - Season 1 | Walking Dead: The Game;https://www.wikidata.org/wiki/Q939588
Q3274141;The Walking Dead: Season Two;The Walking Dead: Season Two;The Walking Dead Season Two;PlayStation 4;The Walking Dead: Season Two | The Walking Dead: Season 2 | The Walking Dead;https://www.wikidata.org/wiki/Q3274141
Q16746357;The Walking Dead: Season Two Episode 1 - All That Remains;The Walking Dead: Season Two Episode 1 - All That Remains;Всё, что осталось;PlayStation 4;The Walking Dead: Season Two Episode 1 - All That Remains | Всё, что осталось | The Walking Dead;https://www.wikidata.org/wiki/Q16746357
Q92203618;The Walking Dead: The Complete First Season;The Walking Dead: The Complete First Season;The Walking Dead: The Complete First Season;PlayStation 4;The Walking Dead: The Complete First Season | The Walking Dead;https://www.wikidata.org/wiki/Q92203618
Q54893516;The Walking Dead: The Final Season;The Walking Dead: The Final Season;The Walking Dead: The Final Season;PlayStation 4;The Walking Dead: The Final Season | The Walking Dead Final Season | The Walking Dead: The Final Season Video Game | Walking Dead Final Season | Walking Dead The Final Season | The Walking Dead;https://www.wikidata.org/wiki/Q54893516
Q63494596;The Walking Dead: The Telltale Definitive Series;The Walking Dead: The Telltale Definitive Series;The Walking Dead: The Telltale Definitive Series;PlayStation 4;The Walking Dead: The Telltale Definitive Series | The Walking Dead;https://www.wikidata.org/wiki/Q63494596
Q109995422;The Walking Zombie 2;The Walking Zombie 2;;PlayStation 4;The Walking Zombie 2 | Walking Zombie 2 | The Walking Zombie 2: Zombie shooter | The Walking Zombie II;https://www.wikidata.org/wiki/Q109995422
Q109324347;The Wandering Village;The Wandering Village;;PlayStation 5 | PlayStation 4;The Wandering Village;https://www.wikidata.org/wiki/Q109324347
Q29964532;The Wardrobe;The Wardrobe;;PlayStation 4;The Wardrobe;https://www.wikidata.org/wiki/Q29964532
Q1974230;The Warriors;The Warriors;The Warriors;PlayStation 4;The Warriors;https://www.wikidata.org/wiki/Q1974230
Q110536880;The Wild at Heart;The Wild at Heart;;PlayStation 4;The Wild at Heart;https://www.wikidata.org/wiki/Q110536880
Q26722289;The Wild Eight;The Wild Eight;The Wild Eight;PlayStation 4;The Wild Eight;https://www.wikidata.org/wiki/Q26722289
Q7775285;The Witch and the Hundred Knight;The Witch and the Hundred Knight;The Witch and The Hundred Knights;PlayStation 4;The Witch and the Hundred Knight | The Witch and The Hundred Knights | Majo to Hyakkihei;https://www.wikidata.org/wiki/Q7775285
Q28685799;The Witch and the Hundred Knight 2;The Witch and the Hundred Knight 2;The Witch and the Hundred Knight 2;PlayStation 4;The Witch and the Hundred Knight 2 | The Witch and the Hundred Knight video game;https://www.wikidata.org/wiki/Q28685799
Q135053912;The Witch's Bakery;The Witch's Bakery;;PlayStation 5;The Witch's Bakery;https://www.wikidata.org/wiki/Q135053912
Q4267401;The Witcher 3: Wild Hunt;The Witcher 3: Wild Hunt;Ведьмак 3: Дикая Охота;PlayStation 5 | PlayStation 4;The Witcher 3: Wild Hunt | Ведьмак 3: Дикая Охота | TW3 | Wild Hunt | The Witcher 3 | The Witcher III | The Witcher III: Wild Hunt | Witcher 3 | Witcher 3: Wild Hunt;https://www.wikidata.org/wiki/Q4267401
Q24807230;The Witcher 3: Wild Hunt – Blood and Wine;The Witcher 3: Wild Hunt – Blood and Wine;Ведьмак 3: Дикая Охота — Кровь и вино;PlayStation 4;The Witcher 3: Wild Hunt – Blood and Wine | Ведьмак 3: Дикая Охота — Кровь и вино | The Witcher 3;https://www.wikidata.org/wiki/Q24807230
Q139942913;The Witcher 3: Wild Hunt – Songs of the Past;The Witcher 3: Wild Hunt – Songs of the Past;Ведьмак 3: Дикая Охота — Баллады прошлого;PlayStation 5;The Witcher 3: Wild Hunt – Songs of the Past | Ведьмак 3: Дикая Охота — Баллады прошлого | The Witcher 3;https://www.wikidata.org/wiki/Q139942913
Q1711359;The Witness;The Witness;The Witness;PlayStation 4;The Witness;https://www.wikidata.org/wiki/Q1711359
Q99397854;The Wizard Game;;;PlayStation 5 | PlayStation 4;The Wizard Game | Wizard Game | Хогвартс: Наследие;https://www.wikidata.org/wiki/Q99397854
Q5427938;The Wolf Among Us;The Wolf Among Us;The Wolf Among Us;PlayStation 4;The Wolf Among Us;https://www.wikidata.org/wiki/Q5427938
Q102356536;The World Ends With You;The World Ends With You;The World Ends With You;PlayStation 4;The World Ends With You | TWEWY;https://www.wikidata.org/wiki/Q102356536
Q117661586;The Wreck;The Wreck;;PlayStation 5 | PlayStation 4;The Wreck | Wreck;https://www.wikidata.org/wiki/Q117661586
Q71457380;Thea: The Awakening;Thea: The Awakening;Thea: The Awakening;PlayStation 4;Thea: The Awakening | The Awakening | Thea;https://www.wikidata.org/wiki/Q71457380
