external_id;canonical_name;label_en;label_ru;platforms;aliases;external_url
Q135023327;Blood of Mehran;Blood of Mehran;;PlayStation 5;Blood of Mehran;https://www.wikidata.org/wiki/Q135023327
Q539018;Blood Omen 2;Blood Omen 2;Blood Omen 2: Legacy of Kain;PlayStation 5 | PlayStation 4;Blood Omen 2 | Blood Omen 2: Legacy of Kain | Legacy of Kain: Blood Omen 2;https://www.wikidata.org/wiki/Q539018
Q2294466;Blood Omen: Legacy of Kain;Blood Omen: Legacy of Kain;Blood Omen: Legacy of Kain;PlayStation 5 | PlayStation 4;Blood Omen: Legacy of Kain | Blood Omen;https://www.wikidata.org/wiki/Q2294466
Q116473891;Blood Waves;Blood Waves;;PlayStation 4;Blood Waves;https://www.wikidata.org/wiki/Q116473891
Q122821605;Blood West;Blood West;;PlayStation 5;Blood West;https://www.wikidata.org/wiki/Q122821605
Q17154554;Bloodborne;Bloodborne;Bloodborne;PlayStation 4;Bloodborne;https://www.wikidata.org/wiki/Q17154554
Q28360818;Bloodborne: The Old Hunters;Bloodborne: The Old Hunters;Bloodborne: The Old Hunters;PlayStation 4;Bloodborne: The Old Hunters | Bloodborne;https://www.wikidata.org/wiki/Q28360818
Q109888084;BloodRayne 2: ReVamped;BloodRayne 2: ReVamped;BloodRayne 2: ReVamped;PlayStation 5 | PlayStation 4;BloodRayne 2: ReVamped | BloodRayne 2;https://www.wikidata.org/wiki/Q109888084
Q113031314;BloodRayne Betrayal: Fresh Bites;BloodRayne Betrayal: Fresh Bites;;PlayStation 5 | PlayStation 4;BloodRayne Betrayal: Fresh Bites | BloodRayne Betrayal | Fresh Bites;https://www.wikidata.org/wiki/Q113031314
Q109888043;BloodRayne: ReVamped;BloodRayne: ReVamped;BloodRayne: ReVamped;PlayStation 5 | PlayStation 4;BloodRayne: ReVamped | BloodRayne;https://www.wikidata.org/wiki/Q109888043
Q87757472;Bloodroots;Bloodroots;;PlayStation 4;Bloodroots;https://www.wikidata.org/wiki/Q87757472
Q130475190;Bloodshed;Bloodshed;;PlayStation 5 | PlayStation 4;Bloodshed;https://www.wikidata.org/wiki/Q130475190
Q55530599;Bloodstained: Curse of the Moon;Bloodstained: Curse of the Moon;Bloodstained: Curse of the Moon;PlayStation 4;Bloodstained: Curse of the Moon | Bloodstained;https://www.wikidata.org/wiki/Q55530599
Q96970636;Bloodstained: Curse of the Moon 2;Bloodstained: Curse of the Moon 2;Bloodstained: Curse of the Moon 2;PlayStation 4;Bloodstained: Curse of the Moon 2 | Bloodstained;https://www.wikidata.org/wiki/Q96970636
Q20190033;Bloodstained: Ritual of the Night;Bloodstained: Ritual of the Night;Bloodstained: Ritual of the Night;PlayStation 4;Bloodstained: Ritual of the Night | Bloodstained;https://www.wikidata.org/wiki/Q20190033
Q121639189;Bloody Bunny: The Game;Bloody Bunny: The Game;;PlayStation 5;Bloody Bunny: The Game | Bloody Bunny;https://www.wikidata.org/wiki/Q121639189
Q123860880;Bloomtown: A Different Story;Bloomtown: A Different Story;Bloomtown: A Different Story;PlayStation 5 | PlayStation 4;Bloomtown: A Different Story | Bloomtown;https://www.wikidata.org/wiki/Q123860880
Q24256086;Bloons TD 5;Bloons TD 5;;PlayStation 4;Bloons TD 5 | Bloons Tower Defense 5;https://www.wikidata.org/wiki/Q24256086
Q124063643;Blue Angels Aerobatic Flight Simulator;Blue Angels Aerobatic Flight Simulator;;PlayStation 4;Blue Angels Aerobatic Flight Simulator;https://www.wikidata.org/wiki/Q124063643
Q114944363;Blue Estate: The Game;Blue Estate: The Game;Blue Estate: The Game;PlayStation 4;Blue Estate: The Game | Blue Estate | Viktor Kalvachev's Blue Estate: The Game;https://www.wikidata.org/wiki/Q114944363
Q105324796;Blue Fire;Blue Fire;;PlayStation 4;Blue Fire;https://www.wikidata.org/wiki/Q105324796
Q125131501;Blue Prince;Blue Prince;Blue Prince;PlayStation 5;Blue Prince;https://www.wikidata.org/wiki/Q125131501
Q109596809;Blue Protocol;Blue Protocol;Blue Protocol;PlayStation 5;Blue Protocol;https://www.wikidata.org/wiki/Q109596809
Q28603919;Blue Reflection;Blue Reflection;Blue Reflection;PlayStation 4;Blue Reflection;https://www.wikidata.org/wiki/Q28603919
Q138837827;Blue Reflection Quartet;Blue Reflection Quartet;;PlayStation 5;Blue Reflection Quartet;https://www.wikidata.org/wiki/Q138837827
Q107611021;Blue Reflection: Second Light;Blue Reflection: Second Light;Blue Reflection: Second Light;PlayStation 4;Blue Reflection: Second Light | Blue Reflection Tie | Blue Reflection;https://www.wikidata.org/wiki/Q107611021
Q122370738;Blue Wednesday;Blue Wednesday;;PlayStation 5 | PlayStation 4;Blue Wednesday;https://www.wikidata.org/wiki/Q122370738
Q122975347;Bluey: The Videogame;Bluey: The Videogame;Bluey: The Videogame;PlayStation 5 | PlayStation 4;Bluey: The Videogame | BTV | Bluey: The Video Game | Bluey: Videogame | Bluey;https://www.wikidata.org/wiki/Q122975347
Q134965739;BMX Streets;BMX Streets;;PlayStation 5;BMX Streets;https://www.wikidata.org/wiki/Q134965739
Q111567170;Bocce VR Simulator;Bocce VR Simulator;;PlayStation 5;Bocce VR Simulator;https://www.wikidata.org/wiki/Q111567170
Q120652495;Boiling Bolt;Boiling Bolt;;PlayStation 4;Boiling Bolt;https://www.wikidata.org/wiki/Q120652495
Q107424163;Bokosuka Wars II;Bokosuka Wars II;;PlayStation 4;Bokosuka Wars II;https://www.wikidata.org/wiki/Q107424163
Q84469493;Bokuhime Project;Bokuhime Project;Bokuhime Project;PlayStation 4;Bokuhime Project;https://www.wikidata.org/wiki/Q84469493
Q121333585;BOKURA;BOKURA;BOKURA;PlayStation 5 | PlayStation 4;BOKURA;https://www.wikidata.org/wiki/Q121333585
Q56064062;Bomb Chicken;Bomb Chicken;Bomb Chicken;PlayStation 4;Bomb Chicken;https://www.wikidata.org/wiki/Q56064062
Q738698;Bomb Jack;Bomb Jack;Bomb Jack;PlayStation 4;Bomb Jack;https://www.wikidata.org/wiki/Q738698
Q137800705;Bomb Jack Twin;Bomb Jack Twin;;PlayStation 5 | PlayStation 4;Bomb Jack Twin;https://www.wikidata.org/wiki/Q137800705
Q98841938;Bomb Rush Cyberfunk;Bomb Rush Cyberfunk;Bomb Rush Cyberfunk;PlayStation 5 | PlayStation 4;Bomb Rush Cyberfunk | BRC;https://www.wikidata.org/wiki/Q98841938
Q47486997;Bomber Crew;Bomber Crew;Bomber Crew;PlayStation 4;Bomber Crew;https://www.wikidata.org/wiki/Q47486997
Q63183246;Bombing Bastards;Bombing Bastards;;PlayStation 4;Bombing Bastards | Bombing Busters;https://www.wikidata.org/wiki/Q63183246
Q19501393;Bombshell;Bombshell;;PlayStation 4;Bombshell;https://www.wikidata.org/wiki/Q19501393
Q106383484;Bonds of the Skies;Bonds of the Skies;;PlayStation 4;Bonds of the Skies;https://www.wikidata.org/wiki/Q106383484
Q117473889;Bone Marrow;Bone Marrow;;PlayStation 5;Bone Marrow;https://www.wikidata.org/wiki/Q117473889
Q108802976;Bonfire Peaks;Bonfire Peaks;Bonfire Peaks;PlayStation 5 | PlayStation 4;Bonfire Peaks;https://www.wikidata.org/wiki/Q108802976
Q47546580;Book of Demons;Book of Demons;;PlayStation 4;Book of Demons;https://www.wikidata.org/wiki/Q47546580
Q122386775;Bookbound Brigade;Bookbound Brigade;;PlayStation 4;Bookbound Brigade;https://www.wikidata.org/wiki/Q122386775
Q138798370;Bookworm;Bookworm;;PlayStation 5;Bookworm;https://www.wikidata.org/wiki/Q138798370
Q122387026;BookyPets Legends;BookyPets Legends;;PlayStation 4;BookyPets Legends;https://www.wikidata.org/wiki/Q122387026
Q110126735;Boomerang Fu;Boomerang Fu;;PlayStation 4;Boomerang Fu;https://www.wikidata.org/wiki/Q110126735
Q1070977;Border Break;Border Break;Border Break;PlayStation 4;Border Break;https://www.wikidata.org/wiki/Q1070977
Q16820462;Borderlands;Borderlands;Borderlands;PlayStation 5 | PlayStation 4;Borderlands;https://www.wikidata.org/wiki/Q16820462
Q893422;Borderlands 2;Borderlands 2;;PlayStation 4;Borderlands 2;https://www.wikidata.org/wiki/Q893422
Q118112729;Borderlands 2 VR;Borderlands 2 VR;;PlayStation 4;Borderlands 2 VR;https://www.wikidata.org/wiki/Q118112729
Q62565771;Borderlands 3;Borderlands 3;Borderlands 3;PlayStation 5 | PlayStation 4;Borderlands 3;https://www.wikidata.org/wiki/Q62565771
Q129437801;Borderlands 4;Borderlands 4;;PlayStation 5;Borderlands 4 | B4 | B 4;https://www.wikidata.org/wiki/Q129437801
Q114228639;Borderlands Legendary Collection;Borderlands Legendary Collection;Borderlands Legendary Collection;PlayStation 4;Borderlands Legendary Collection;https://www.wikidata.org/wiki/Q114228639
Q62714274;Borderlands: Game of the Year Edition Enhanced;Borderlands: Game of the Year Edition Enhanced;;PlayStation 4;Borderlands: Game of the Year Edition Enhanced | Borderlands;https://www.wikidata.org/wiki/Q62714274
Q18844761;Borderlands: The Handsome Collection;Borderlands: The Handsome Collection;;PlayStation 4;Borderlands: The Handsome Collection | Borderlands: The Legendary Collection | Borderlands;https://www.wikidata.org/wiki/Q18844761
Q16466659;Borderlands: The Pre-Sequel;Borderlands: The Pre-Sequel;Borderlands: The Pre-Sequel!;PlayStation 4;Borderlands: The Pre-Sequel | Borderlands TPS | Borderlands;https://www.wikidata.org/wiki/Q16466659
Q122825786;Boti: Byteland Overclocked;Boti: Byteland Overclocked;;PlayStation 5 | PlayStation 4;Boti: Byteland Overclocked | Boti;https://www.wikidata.org/wiki/Q122825786
Q138798368;Bottoms Up;Bottoms Up;;PlayStation 5;Bottoms Up;https://www.wikidata.org/wiki/Q138798368
Q114321345;Bounce Rescue!;Bounce Rescue!;;PlayStation 4;Bounce Rescue!;https://www.wikidata.org/wiki/Q114321345
Q97186524;Bouncy Bullets;Bouncy Bullets;;PlayStation 4;Bouncy Bullets;https://www.wikidata.org/wiki/Q97186524
Q124251294;Bouncy Bullets 2;Bouncy Bullets 2;;PlayStation 5 | PlayStation 4;Bouncy Bullets 2;https://www.wikidata.org/wiki/Q124251294
Q28154044;Bound;Bound;Bound;PlayStation 4;Bound;https://www.wikidata.org/wiki/Q28154044
Q15822170;Bound by Flame;Bound by Flame;Bound by Flame;PlayStation 4;Bound by Flame;https://www.wikidata.org/wiki/Q15822170
Q28732796;Boundless;Boundless;;PlayStation 4;Boundless | Boundless (video game);https://www.wikidata.org/wiki/Q28732796
Q122366359;Bounty Battle;Bounty Battle;;PlayStation 4;Bounty Battle;https://www.wikidata.org/wiki/Q122366359
Q134990750;Bounty Star;Bounty Star;;PlayStation 5;Bounty Star | Bounty Star: The Morose Tale of Graveyard Clem;https://www.wikidata.org/wiki/Q134990750
Q58437677;Bow to Blood;Bow to Blood;;PlayStation 4;Bow to Blood;https://www.wikidata.org/wiki/Q58437677
Q122300480;Boxing Gym Story;Boxing Gym Story;Boxing Gym Story;PlayStation 4;Boxing Gym Story;https://www.wikidata.org/wiki/Q122300480
Q135916231;BPM Bitcrushed;BPM Bitcrushed;;PlayStation 5;BPM Bitcrushed;https://www.wikidata.org/wiki/Q135916231
Q123385910;Braid, Anniversary Edition;Braid, Anniversary Edition;;PlayStation 5 | PlayStation 4;Braid, Anniversary Edition | BAE | B,AE;https://www.wikidata.org/wiki/Q123385910
Q117016519;Bramble: The Mountain King;Bramble: The Mountain King;Bramble: The Mountain King;PlayStation 5 | PlayStation 4;Bramble: The Mountain King | Bramble Mountain King | Bramble;https://www.wikidata.org/wiki/Q117016519
Q116912003;Bratz: Flaunt your fashion;Bratz: Flaunt your fashion;Bratz: Flaunt your fashion;PlayStation 4;Bratz: Flaunt your fashion | Bratz;https://www.wikidata.org/wiki/Q116912003
Q134282796;Brave × Junction;Brave × Junction;;PlayStation 5 | PlayStation 4;Brave × Junction | Brave x Junction;https://www.wikidata.org/wiki/Q134282796
Q116970836;Bravery and Greed;Bravery and Greed;;PlayStation 4;Bravery and Greed;https://www.wikidata.org/wiki/Q116970836
Q58619649;Bravo Team;Bravo Team;;PlayStation 4;Bravo Team;https://www.wikidata.org/wiki/Q58619649
Q24807414;Brawlout;Brawlout;;PlayStation 4;Brawlout | Brawl Out;https://www.wikidata.org/wiki/Q24807414
Q26320445;Breach & Clear: Deadline;Breach & Clear: Deadline;Breach & Clear: Deadline;PlayStation 4;Breach & Clear: Deadline | Breach & Clear 2 | Breach & Clear;https://www.wikidata.org/wiki/Q26320445
Q117789120;Bread & Fred;Bread & Fred;Bread & Fred;PlayStation 5 | PlayStation 4;Bread & Fred;https://www.wikidata.org/wiki/Q117789120
Q113624280;BREAK ARTS II;BREAK ARTS II;;PlayStation 4;BREAK ARTS II;https://www.wikidata.org/wiki/Q113624280
Q116187218;Breakers Collection;Breakers Collection;;PlayStation 4;Breakers Collection;https://www.wikidata.org/wiki/Q116187218
Q110431402;Breakneck City;Breakneck City;;PlayStation 5 | PlayStation 4;Breakneck City;https://www.wikidata.org/wiki/Q110431402
Q132158049;Breakout Beyond;Breakout Beyond;;PlayStation 5 | PlayStation 4;Breakout Beyond;https://www.wikidata.org/wiki/Q132158049
Q110896344;Breakout: Recharged;Breakout: Recharged;Breakout: Recharged;PlayStation 5 | PlayStation 4;Breakout: Recharged | Breakout;https://www.wikidata.org/wiki/Q110896344
Q68198904;Breathedge;Breathedge;;PlayStation 5;Breathedge;https://www.wikidata.org/wiki/Q68198904
Q111398863;Brewmaster: Beer Brewing Simulator;Brewmaster: Beer Brewing Simulator;Brewmaster: Beer Brewing Simulator;PlayStation 4;Brewmaster: Beer Brewing Simulator | Brewmaster;https://www.wikidata.org/wiki/Q111398863
Q62588042;Bridge Constructor;Bridge Constructor;Bridge Constructor;PlayStation 4;Bridge Constructor | Bridge Constructor (2011);https://www.wikidata.org/wiki/Q62588042
Q45319483;Bridge Constructor Portal;Bridge Constructor Portal;Bridge Constructor Portal;PlayStation 4;Bridge Constructor Portal;https://www.wikidata.org/wiki/Q45319483
Q134282966;Bridge Constructor Studio;Bridge Constructor Studio;;PlayStation 5 | PlayStation 4;Bridge Constructor Studio;https://www.wikidata.org/wiki/Q134282966
Q107236047;Bridge Constructor: The Walking Dead;Bridge Constructor: The Walking Dead;;PlayStation 5 | PlayStation 4;Bridge Constructor: The Walking Dead | Bridge Constructor;https://www.wikidata.org/wiki/Q107236047
Q114944938;Brief Battles;Brief Battles;;PlayStation 4;Brief Battles;https://www.wikidata.org/wiki/Q114944938
Q138297402;Brigandine: Abyss;Brigandine: Abyss;;PlayStation 5;Brigandine: Abyss | Brigandine;https://www.wikidata.org/wiki/Q138297402
Q96373953;Brigandine: The Legend of Runersia;Brigandine: The Legend of Runersia;;PlayStation 4;Brigandine: The Legend of Runersia | Brigandine;https://www.wikidata.org/wiki/Q96373953
Q122377474;Bright Lights of Svetlov;Bright Lights of Svetlov;;PlayStation 4;Bright Lights of Svetlov;https://www.wikidata.org/wiki/Q122377474
Q122821542;Bright Side: Riddles and Puzzles;Bright Side: Riddles and Puzzles;;PlayStation 4;Bright Side: Riddles and Puzzles | Bright Side;https://www.wikidata.org/wiki/Q122821542
Q122307150;BRIKS 2;BRIKS 2;;PlayStation 4;BRIKS 2;https://www.wikidata.org/wiki/Q122307150
Q14558333;Broforce;Broforce;Broforce;PlayStation 4;Broforce;https://www.wikidata.org/wiki/Q14558333
Q105368343;BROK the InvestiGator;BROK the InvestiGator;BROK the InvestiGator;PlayStation 5 | PlayStation 4;BROK the InvestiGator;https://www.wikidata.org/wiki/Q105368343
Q996649;Broken Age;Broken Age;Broken Age;PlayStation 4;Broken Age | Double Fine Adventure;https://www.wikidata.org/wiki/Q996649
Q124063781;Broken Bots;Broken Bots;;PlayStation 4;Broken Bots;https://www.wikidata.org/wiki/Q124063781
Q113829553;Broken Pieces;Broken Pieces;;PlayStation 4;Broken Pieces;https://www.wikidata.org/wiki/Q113829553
Q106906499;Broken Roads;Broken Roads;Broken Roads;PlayStation 4;Broken Roads | BR;https://www.wikidata.org/wiki/Q106906499
Q807106;Broken Sword;Broken Sword;Broken Sword;PlayStation 4;Broken Sword | Сломанный меч;https://www.wikidata.org/wiki/Q807106
Q125820747;Broken Sword - Shadow of the Templars: Reforged;Broken Sword - Shadow of the Templars: Reforged;Broken Sword - Shadow of the Templars: Reforged;PlayStation 5;Broken Sword - Shadow of the Templars: Reforged | Broken Sword - Shadow of the Templars;https://www.wikidata.org/wiki/Q125820747
Q3231448;Broken Sword 5: The Serpent's Curse;Broken Sword 5: The Serpent's Curse;Broken Sword 5: The Serpent's Curse;PlayStation 4;Broken Sword 5: The Serpent's Curse | Broken Sword 5;https://www.wikidata.org/wiki/Q3231448
Q136456143;Broken Sword: The Smoking Mirror – Reforged;Broken Sword: The Smoking Mirror – Reforged;;PlayStation 5;Broken Sword: The Smoking Mirror – Reforged | Broken Sword;https://www.wikidata.org/wiki/Q136456143
Q117083233;Broken Universe - Tower Defense;Broken Universe - Tower Defense;;PlayStation 4;Broken Universe - Tower Defense | Broken Universe;https://www.wikidata.org/wiki/Q117083233
Q136815221;BrokenLore: Ascend;BrokenLore: Ascend;;PlayStation 5;BrokenLore: Ascend | BrokenLore;https://www.wikidata.org/wiki/Q136815221
Q136004120;BrokenLore: Dark Dawn;BrokenLore: Dark Dawn;;PlayStation 5;BrokenLore: Dark Dawn | BrokenLore;https://www.wikidata.org/wiki/Q136004120
Q133893779;BrokenLore: Don't Watch;BrokenLore: Don't Watch;;PlayStation 5 | PlayStation 4;BrokenLore: Don't Watch | BrokenLore;https://www.wikidata.org/wiki/Q133893779
Q135050160;BrokenLore: FOLLOW;BrokenLore: FOLLOW;;PlayStation 5;BrokenLore: FOLLOW | BrokenLore;https://www.wikidata.org/wiki/Q135050160
Q135055569;BrokenLore: LOW;BrokenLore: LOW;;PlayStation 5;BrokenLore: LOW | BrokenLore;https://www.wikidata.org/wiki/Q135055569
Q135014219;BrokenLore: UNFOLLOW;BrokenLore: UNFOLLOW;;PlayStation 5;BrokenLore: UNFOLLOW | BrokenLore;https://www.wikidata.org/wiki/Q135014219
Q123348929;Bronze trophy;Bronze trophy;;PlayStation 5 | PlayStation 4;Bronze trophy;https://www.wikidata.org/wiki/Q123348929
Q114945035;Brotherhood United;Brotherhood United;;PlayStation 5;Brotherhood United;https://www.wikidata.org/wiki/Q114945035
Q4035467;Brothers in Arms: Furious 4;Brothers in Arms: Furious 4;Brothers in Arms: Furious 4;PlayStation 4;Brothers in Arms: Furious 4 | Brothers in Arms;https://www.wikidata.org/wiki/Q4035467
Q4975646;Brothers: A Tale of Two Sons;Brothers: A Tale of Two Sons;Brothers: A Tale of Two Sons;PlayStation 4;Brothers: A Tale of Two Sons | Brothers;https://www.wikidata.org/wiki/Q4975646
Q123698807;Brothers: A Tale of Two Sons Remake;Brothers: A Tale of Two Sons Remake;;PlayStation 5;Brothers: A Tale of Two Sons Remake | Brothers;https://www.wikidata.org/wiki/Q123698807
Q1046160;Brunswick Pro Bowling;Brunswick Pro Bowling;Brunswick Pro Bowling;PlayStation 4;Brunswick Pro Bowling;https://www.wikidata.org/wiki/Q1046160
Q133333199;Brute Horse;Brute Horse;;PlayStation 5;Brute Horse;https://www.wikidata.org/wiki/Q133333199
Q88759;Bubble Bobble;Bubble Bobble;;PlayStation 4;Bubble Bobble | Super Bobble Bobble | Final Bubble Bobble | Arcade Archives: Bubble Bobble;https://www.wikidata.org/wiki/Q88759
Q86738962;Bubble Bobble 4 Friends;Bubble Bobble 4 Friends;Bubble Bobble 4 Friends;PlayStation 4;Bubble Bobble 4 Friends;https://www.wikidata.org/wiki/Q86738962
Q135114657;Bubble Bobble Sugar Dungeons;Bubble Bobble Sugar Dungeons;;PlayStation 5;Bubble Bobble Sugar Dungeons;https://www.wikidata.org/wiki/Q135114657
Q135017398;Bubblegum Galaxy;Bubblegum Galaxy;;PlayStation 5 | PlayStation 4;Bubblegum Galaxy;https://www.wikidata.org/wiki/Q135017398
Q126762856;Bubsy in: The Purrfect Collection;Bubsy in: The Purrfect Collection;;PlayStation 5;Bubsy in: The Purrfect Collection | Bubsy in;https://www.wikidata.org/wiki/Q126762856
Q63183253;Bubsy: Paws on Fire;Bubsy: Paws on Fire;Bubsy: Paws on Fire;PlayStation 4;Bubsy: Paws on Fire | Bubsy;https://www.wikidata.org/wiki/Q63183253
Q30644185;Bubsy: The Woolies Strike Back;Bubsy: The Woolies Strike Back;Bubsy: The Woolies Strike Back;PlayStation 4;Bubsy: The Woolies Strike Back | Bubsy;https://www.wikidata.org/wiki/Q30644185
Q120693728;Bucket Knight;Bucket Knight;;PlayStation 4;Bucket Knight;https://www.wikidata.org/wiki/Q120693728
Q122587571;Bud Spencer & Terence Hill - Slaps And Beans 2;Bud Spencer & Terence Hill - Slaps And Beans 2;;PlayStation 4;Bud Spencer & Terence Hill - Slaps And Beans 2 | Bud Spencer and Terence Hill - Slaps And Beans II | Slaps And Beans 2;https://www.wikidata.org/wiki/Q122587571
Q52228743;Bud Spencer & Terence Hill: Slaps and Beans;Bud Spencer & Terence Hill: Slaps and Beans;Bud Spencer & Terence Hill: Slaps and Beans;PlayStation 4;Bud Spencer & Terence Hill: Slaps and Beans | Bud Spencer & Terence Hill;https://www.wikidata.org/wiki/Q52228743
Q111967440;Buddy Simulator 1984;Buddy Simulator 1984;;PlayStation 4;Buddy Simulator 1984;https://www.wikidata.org/wiki/Q111967440
Q124609664;Budget Cuts Ultimate;Budget Cuts Ultimate;;PlayStation 5;Budget Cuts Ultimate;https://www.wikidata.org/wiki/Q124609664
Q88903310;Bug Fables: The Everlasting Sapling;Bug Fables: The Everlasting Sapling;Bug Fables: The Everlasting Sapling;PlayStation 4;Bug Fables: The Everlasting Sapling | Bug Fables;https://www.wikidata.org/wiki/Q88903310
Q96240054;Bugsnax;Bugsnax;Bugsnax;PlayStation 5 | PlayStation 4;Bugsnax;https://www.wikidata.org/wiki/Q96240054
Q136511456;Bugsnax: The Isle of BIGsnax;Bugsnax: The Isle of BIGsnax;;PlayStation 5 | PlayStation 4;Bugsnax: The Isle of BIGsnax | Bugsnax;https://www.wikidata.org/wiki/Q136511456
Q125417655;Builder Simulator;Builder Simulator;;PlayStation 4;Builder Simulator;https://www.wikidata.org/wiki/Q125417655
Q122355758;Buildings Have Feelings Too!;Buildings Have Feelings Too!;;PlayStation 4;Buildings Have Feelings Too!;https://www.wikidata.org/wiki/Q122355758
Q43540788;Bulb Boy;Bulb Boy;Bulb Boy;PlayStation 4;Bulb Boy;https://www.wikidata.org/wiki/Q43540788
Q60985501;Bullet Girls Phantasia;Bullet Girls Phantasia;Bullet Girls Phantasia;PlayStation 4;Bullet Girls Phantasia;https://www.wikidata.org/wiki/Q60985501
Q733561;Bulletstorm;Bulletstorm;Bulletstorm;PlayStation 4;Bulletstorm;https://www.wikidata.org/wiki/Q733561
Q822849;Bully;Bully;Bully;PlayStation 4;Bully | Canis Canem Edit;https://www.wikidata.org/wiki/Q822849
Q113976680;Bulwark Evolution: Falconeer Chronicles;Bulwark Evolution: Falconeer Chronicles;Bulwark: Falconeer Chronicles;PlayStation 5 | PlayStation 4;Bulwark Evolution: Falconeer Chronicles | Bulwark: Falconeer Chronicles | Bulwark Evolution;https://www.wikidata.org/wiki/Q113976680
Q114946560;Bunny Factory;Bunny Factory;;PlayStation 4;Bunny Factory;https://www.wikidata.org/wiki/Q114946560
Q114945183;Bunny Mahjo;Bunny Mahjo;;PlayStation 4;Bunny Mahjo;https://www.wikidata.org/wiki/Q114945183
Q114945969;Bunny Memory;Bunny Memory;;PlayStation 4;Bunny Memory;https://www.wikidata.org/wiki/Q114945969
Q116757107;Bunny Park;Bunny Park;;PlayStation 4;Bunny Park;https://www.wikidata.org/wiki/Q116757107
Q114945314;Bunny Parking;Bunny Parking;;PlayStation 4;Bunny Parking;https://www.wikidata.org/wiki/Q114945314
Q122371916;Bunny Reversi;Bunny Reversi;;PlayStation 4;Bunny Reversi;https://www.wikidata.org/wiki/Q122371916
Q122264442;Burger Bistro Story;Burger Bistro Story;Burger Bistro Story;PlayStation 4;Burger Bistro Story;https://www.wikidata.org/wiki/Q122264442
Q74250080;Burly Men at Sea;Burly Men at Sea;;PlayStation 4;Burly Men at Sea;https://www.wikidata.org/wiki/Q74250080
Q115596435;Burnhouse Lane;Burnhouse Lane;;PlayStation 4;Burnhouse Lane;https://www.wikidata.org/wiki/Q115596435
Q85044875;Burning Car Theme;Burning Car Theme;;PlayStation 4;Burning Car Theme;https://www.wikidata.org/wiki/Q85044875
Q122385815;Burning Secrets - A Bara Visual Novel;Burning Secrets - A Bara Visual Novel;;PlayStation 4;Burning Secrets - A Bara Visual Novel | Burning Secrets;https://www.wikidata.org/wiki/Q122385815
Q1016838;Burnout Paradise;Burnout Paradise;;PlayStation 4;Burnout Paradise | Burnout Paradise: The Ultimate Box;https://www.wikidata.org/wiki/Q1016838
Q61993628;Burnout Paradise Remastered;Burnout Paradise Remastered;;PlayStation 4;Burnout Paradise Remastered;https://www.wikidata.org/wiki/Q61993628
Q134837771;Bus Bound;Bus Bound;;PlayStation 5;Bus Bound;https://www.wikidata.org/wiki/Q134837771
Q66828109;Bus Driver Simulator 2019;Bus Driver Simulator 2019;;PlayStation 4;Bus Driver Simulator 2019;https://www.wikidata.org/wiki/Q66828109
Q94693341;Bus Simulator 18;Bus Simulator 18;;PlayStation 4;Bus Simulator 18 | Bus Simulator 2018;https://www.wikidata.org/wiki/Q94693341
Q98283523;Bus Simulator 21;Bus Simulator 21;;PlayStation 4;Bus Simulator 21 | Bus Simulator 2021 | Bus Simulator 21 Next Stop;https://www.wikidata.org/wiki/Q98283523
Q28127370;Bush Hockey League;Bush Hockey League;;PlayStation 4;Bush Hockey League | Old Time Hockey;https://www.wikidata.org/wiki/Q28127370
Q138798355;Busker;Busker;;PlayStation 5;Busker;https://www.wikidata.org/wiki/Q138798355
Q5002372;Butasan;Butasan;Butasan;PlayStation 4;Butasan | Arcade Archives Butasan | Pig's & Bomber's | Pigs & Bombers | Psycho Pigs UXB;https://www.wikidata.org/wiki/Q5002372
Q66069498;BUTCHER;BUTCHER;;PlayStation 4;BUTCHER;https://www.wikidata.org/wiki/Q66069498
Q122370966;Button City;Button City;;PlayStation 5;Button City;https://www.wikidata.org/wiki/Q122370966
Q123859807;Button City Soccer Days;Button City Soccer Days;;PlayStation 5;Button City Soccer Days;https://www.wikidata.org/wiki/Q123859807
Q122052761;Bō: Path of the Teal Lotus;Bō: Path of the Teal Lotus;;PlayStation 5;Bō: Path of the Teal Lotus | Bō: PotL | Bō: PotTL | BPoTL | BPotTL | Bo: Path of the Teal Lotus;https://www.wikidata.org/wiki/Q122052761
Q123059075;C-Smash VRS;C-Smash VRS;;PlayStation 5;C-Smash VRS;https://www.wikidata.org/wiki/Q123059075
Q116756805;C.A.R.L.;C.A.R.L.;;PlayStation 4;C.A.R.L.;https://www.wikidata.org/wiki/Q116756805
Q63976574;C14 Dating;C14 Dating;;PlayStation 5;C14 Dating;https://www.wikidata.org/wiki/Q63976574
Q4815987;C4 Engine;C4 Engine;;PlayStation 5 | PlayStation 4;C4 Engine;https://www.wikidata.org/wiki/Q4815987
Q96437568;Cabela's African Adventures;Cabela's African Adventures;;PlayStation 4;Cabela's African Adventures;https://www.wikidata.org/wiki/Q96437568
Q130326056;Cabernet;Cabernet;;PlayStation 5 | PlayStation 4;Cabernet;https://www.wikidata.org/wiki/Q130326056
Q112249194;Cactus Cowboy - Plants at War;Cactus Cowboy - Plants at War;;PlayStation 5;Cactus Cowboy - Plants at War;https://www.wikidata.org/wiki/Q112249194
Q116757136;Caffeine: Victoria's Legacy;Caffeine: Victoria's Legacy;Caffeine: Victoria's Legacy;PlayStation 4;Caffeine: Victoria's Legacy | Caffeine;https://www.wikidata.org/wiki/Q116757136
